Form Key,Editor Id,Name,Enchant Type,Cast Type,Target Type,Enchantment Cost,Computed Auto Cost,Enchantment Amount,Charge Time,Winner Overwrite
0725F3:Skyrim.esm,_01E_07_SteelHelmetOfTheBulwark_Ench,Fortify Block,Enchantment,ConstantEffect,Self,119,107,119,0,Skyrim.esm
0BEDD0:Skyrim.esm,_02E_15_RingOfBastion_Ench,Fortify Block,Enchantment,ConstantEffect,Self,195,176,195,0,Skyrim.esm
103D9D:Skyrim.esm,_02E_10_NecklaceOfBulwark_Ench,Fortify Block,Enchantment,ConstantEffect,Self,195,158,195,0,Enderal SE - Gameplay Overhaul.esp
13CB0A:Skyrim.esm,_03E_25_AmuletOfTheMightyBulwark_Ench,Fortify Block,Enchantment,ConstantEffect,Self,295,229,295,0,Enderal SE - Gameplay Overhaul.esp
07A108:Skyrim.esm,EnchArmorFortifyBlock01,Fortify Blocking,Enchantment,ConstantEffect,Self,119,107,119,0,Skyrim.esm
0AD4A1:Skyrim.esm,EnchArmorFortifyBlock02,Fortify Blocking,Enchantment,ConstantEffect,Self,195,176,195,0,Skyrim.esm
0AD4A2:Skyrim.esm,EnchArmorFortifyBlock03,Fortify Blocking,Enchantment,ConstantEffect,Self,295,266,295,0,Skyrim.esm
0BE034:Skyrim.esm,EnchArmorFortifyBlock04,Fortify Blocking,Enchantment,ConstantEffect,Self,377,340,377,0,Skyrim.esm
0BE035:Skyrim.esm,EnchArmorFortifyBlock05,Fortify Blocking,Enchantment,ConstantEffect,Self,482,434,482,0,Skyrim.esm
0BE036:Skyrim.esm,EnchArmorFortifyBlock06,Fortify Blocking,Enchantment,ConstantEffect,Self,590,531,590,0,Skyrim.esm
10FB72:Skyrim.esm,EnchArmorFortifyBlockBase,Fortify Blocking,Enchantment,ConstantEffect,Self,215,158,215,0,Enderal SE - Gameplay Overhaul.esp
0462A6:Skyrim.esm,_00E_Backpack_HugeBackpack_Ench,Fortify Carry Weight,Enchantment,ConstantEffect,Self,451,451,451,0,Skyrim.esm
0773C1:Skyrim.esm,_00E_EnchSmallBackpack,Fortify Carry Weight,Enchantment,ConstantEffect,Self,20,172,20,0,Enderal SE - Gameplay Overhaul.esp
0773C2:Skyrim.esm,_00E_EnchMediumBackpack,Fortify Carry Weight,Enchantment,ConstantEffect,Self,50,289,50,0,Enderal SE - Gameplay Overhaul.esp
0773C3:Skyrim.esm,_00E_EnchLargeBackpack,Fortify Carry Weight,Enchantment,ConstantEffect,Self,90,410,90,0,Enderal SE - Gameplay Overhaul.esp
0773CC:Skyrim.esm,_00E_EnchSpaciousBackpack,Fortify Carry Weight,Enchantment,ConstantEffect,Self,140,535,140,0,Enderal SE - Gameplay Overhaul.esp
07A109:Skyrim.esm,EnchArmorFortifyCarry01,Fortify Carry Weight,Enchantment,ConstantEffect,Self,689,258,689,0,Skyrim.esm
0AD44C:Skyrim.esm,EnchArmorFortifyCarry02,Fortify Carry Weight,Enchantment,ConstantEffect,Self,843,316,843,0,Skyrim.esm
0AD44D:Skyrim.esm,EnchArmorFortifyCarry03,Fortify Carry Weight,Enchantment,ConstantEffect,Self,998,374,998,0,Skyrim.esm
0AD44E:Skyrim.esm,EnchArmorFortifyCarry04,Fortify Carry Weight,Enchantment,ConstantEffect,Self,1156,433,1156,0,Skyrim.esm
0AD44F:Skyrim.esm,EnchArmorFortifyCarry05,Fortify Carry Weight,Enchantment,ConstantEffect,Self,1316,493,1316,0,Skyrim.esm
0AD450:Skyrim.esm,EnchArmorFortifyCarry06,Fortify Carry Weight,Enchantment,ConstantEffect,Self,1478,554,1478,0,Skyrim.esm
103DA3:Skyrim.esm,02E_10EnchAmulettDerLeichtfuessigkeitit_Ench,Fortify Carry Weight,Enchantment,ConstantEffect,Self,148,316,148,0,Enderal SE - Gameplay Overhaul.esp
10FB73:Skyrim.esm,EnchArmorFortifyCarryBase,Fortify Carry Weight,Enchantment,ConstantEffect,Self,393,147,393,0,Skyrim.esm
0AD45A:Skyrim.esm,EnchArmorFortifyDestruction04,Fortify Elementalism,Enchantment,ConstantEffect,Self,701,593,701,0,Skyrim.esm
0AD45B:Skyrim.esm,EnchArmorFortifyDestruction05,Fortify Elementalism,Enchantment,ConstantEffect,Self,779,659,779,0,Skyrim.esm
0AD45C:Skyrim.esm,EnchArmorFortifyDestruction06,Fortify Elementalism,Enchantment,ConstantEffect,Self,896,758,896,0,Skyrim.esm
104D6B:Skyrim.esm,EnchRobesFortifyDestruction01,Fortify Elementalism,Enchantment,ConstantEffect,Self,20,179,1076,0,Skyrim.esm
104D80:Skyrim.esm,EnchRobesFortifyDestruction02,Fortify Elementalism,Enchantment,ConstantEffect,Self,50,280,1376,0,Skyrim.esm
104D81:Skyrim.esm,EnchRobesFortifyDestruction03,Fortify Elementalism,Enchantment,ConstantEffect,Self,75,384,1579,0,Skyrim.esm
104D82:Skyrim.esm,EnchRobesFortifyDestruction04,Fortify Elementalism,Enchantment,ConstantEffect,Self,100,491,1888,0,Skyrim.esm
104D83:Skyrim.esm,EnchRobesFortifyDestruction05,Fortify Elementalism,Enchantment,ConstantEffect,Self,150,600,2097,0,Skyrim.esm
104D84:Skyrim.esm,EnchRobesFortifyDestruction06,Fortify Elementalism,Enchantment,ConstantEffect,Self,200,674,2414,0,Skyrim.esm
10E305:Skyrim.esm,EnchRobesCollegeDestruction01,Fortify Elementalism,Enchantment,ConstantEffect,Self,205,146,205,0,Skyrim.esm
10E306:Skyrim.esm,EnchRobesCollegeDestruction02,Fortify Elementalism,Enchantment,ConstantEffect,Self,344,246,344,0,Skyrim.esm
10E308:Skyrim.esm,EnchRobesCollegeDestruction04,Fortify Elementalism,Enchantment,ConstantEffect,Self,637,455,637,0,Skyrim.esm
10E309:Skyrim.esm,EnchRobesCollegeDestruction05,Fortify Elementalism,Enchantment,ConstantEffect,Self,789,564,789,0,Skyrim.esm
0432A6:Skyrim.esm,_05E_RingDesElementarlehrlings_Ench,Fortify Elementarism,Enchantment,ConstantEffect,Self,327,187,327,0,Enderal SE - Gameplay Overhaul.esp
07A10B:Skyrim.esm,EnchArmorFortifyDestruction01,Fortify Elementarism,Enchantment,ConstantEffect,Self,327,216,327,0,Enderal SE - Gameplay Overhaul.esp
0AD458:Skyrim.esm,EnchArmorFortifyDestruction02,Fortify Elementarism,Enchantment,ConstantEffect,Self,400,276,400,0,Enderal SE - Gameplay Overhaul.esp
0AD459:Skyrim.esm,EnchArmorFortifyDestruction03,Fortify Elementarism,Enchantment,ConstantEffect,Self,586,401,586,0,Enderal SE - Gameplay Overhaul.esp
0BEDD2:Skyrim.esm,_15E_RingDesElementaristen_Ench,Fortify Elementarism,Enchantment,ConstantEffect,Self,400,307,400,0,Enderal SE - Gameplay Overhaul.esp
0D9442:Skyrim.esm,03E_25UniDiademDerEisernenFlamme_Ench,Fortify Elementarism,Enchantment,ConstantEffect,Self,400,338,400,0,Enderal SE - Gameplay Overhaul.esp
0DAC85:Skyrim.esm,_01E_05KappeDesElementaristen_Ench,Fortify Elementarism,Enchantment,ConstantEffect,Self,327,216,327,0,Enderal SE - Gameplay Overhaul.esp
10E307:Skyrim.esm,EnchRobesCollegeDestruction03,Fortify Elementarism,Enchantment,ConstantEffect,Self,489,314,489,0,Enderal SE - Gameplay Overhaul.esp
10FB75:Skyrim.esm,EnchArmorFortifyDestructionBase,Fortify Elementarism,Enchantment,ConstantEffect,Self,327,150,327,0,Enderal SE - Gameplay Overhaul.esp
13777F:Skyrim.esm,_25E_RingDesElementarexperten_Ench,Fortify Elementarism,Enchantment,ConstantEffect,Self,586,369,586,0,Enderal SE - Gameplay Overhaul.esp
01D606:Skyrim.esm,01E_10UNIRobeDerInnerenFlamme_Ench,Fortify Elementarism & Mana Regeneration,Enchantment,ConstantEffect,Self,205,168,205,0,Enderal SE - Gameplay Overhaul.esp
10EAD3:Skyrim.esm,EnchRobesDestructionBase,Fortify Elementarism & Mana Regeneration,Enchantment,ConstantEffect,Self,297,130,297,0,Enderal SE - Gameplay Overhaul.esp
07A10A:Skyrim.esm,EnchArmorFortifyConjuration01,Fortify Entropy,Enchantment,ConstantEffect,Self,314,268,314,0,Skyrim.esm
0AD453:Skyrim.esm,EnchArmorFortifyConjuration02,Fortify Entropy,Enchantment,ConstantEffect,Self,455,388,455,0,Skyrim.esm
0AD454:Skyrim.esm,EnchArmorFortifyConjuration03,Fortify Entropy,Enchantment,ConstantEffect,Self,564,480,564,0,Skyrim.esm
0AD455:Skyrim.esm,EnchArmorFortifyConjuration04,Fortify Entropy,Enchantment,ConstantEffect,Self,674,574,674,0,Skyrim.esm
0AD456:Skyrim.esm,EnchArmorFortifyConjuration05,Fortify Entropy,Enchantment,ConstantEffect,Self,749,638,749,0,Skyrim.esm
0AD457:Skyrim.esm,EnchArmorFortifyConjuration06,Fortify Entropy,Enchantment,ConstantEffect,Self,862,734,862,0,Skyrim.esm
0BEDD1:Skyrim.esm,_15E_RingDerSinistra_Ench,Fortify Entropy,Enchantment,ConstantEffect,Self,455,297,455,0,Enderal SE - Gameplay Overhaul.esp
103D9F:Skyrim.esm,02E_10EnchAmulettDesEntropiers_Ench,Fortify Entropy,Enchantment,ConstantEffect,Self,455,238,455,0,Enderal SE - Gameplay Overhaul.esp
104D6C:Skyrim.esm,EnchRobesFortifyConjuration01,Fortify Entropy,Enchantment,ConstantEffect,Self,20,146,1061,0,Skyrim.esm
104D7B:Skyrim.esm,EnchRobesFortifyConjuration02,Fortify Entropy,Enchantment,ConstantEffect,Self,50,280,1356,0,Skyrim.esm
104D7C:Skyrim.esm,EnchRobesFortifyConjuration03,Fortify Entropy,Enchantment,ConstantEffect,Self,75,420,1557,0,Skyrim.esm
104D7D:Skyrim.esm,EnchRobesFortifyConjuration04,Fortify Entropy,Enchantment,ConstantEffect,Self,100,491,1862,0,Skyrim.esm
104D7E:Skyrim.esm,EnchRobesFortifyConjuration05,Fortify Entropy,Enchantment,ConstantEffect,Self,150,600,2067,0,Skyrim.esm
104D7F:Skyrim.esm,EnchRobesFortifyConjuration06,Fortify Entropy,Enchantment,ConstantEffect,Self,200,674,2380,0,Skyrim.esm
10E300:Skyrim.esm,EnchRobesCollegeConjuration01,Fortify Entropy,Enchantment,ConstantEffect,Self,199,146,199,0,Enderal SE - Gameplay Overhaul.esp
10E301:Skyrim.esm,EnchRobesCollegeConjuration02,Fortify Entropy,Enchantment,ConstantEffect,Self,289,179,289,0,Enderal SE - Gameplay Overhaul.esp
10E302:Skyrim.esm,EnchRobesCollegeConjuration03,Fortify Entropy,Enchantment,ConstantEffect,Self,428,314,428,0,Enderal SE - Gameplay Overhaul.esp
10E303:Skyrim.esm,EnchRobesCollegeConjuration04,Fortify Entropy,Enchantment,ConstantEffect,Self,571,420,571,0,Skyrim.esm
10E304:Skyrim.esm,EnchRobesCollegeConjuration05,Fortify Entropy,Enchantment,ConstantEffect,Self,717,527,717,0,Skyrim.esm
10FB74:Skyrim.esm,EnchArmorFortifyConjurationBase,Fortify Entropy,Enchantment,ConstantEffect,Self,314,145,314,0,Enderal SE - Gameplay Overhaul.esp
137781:Skyrim.esm,_25E_RingDesSchattenmagiers_Ench,Fortify Entropy,Enchantment,ConstantEffect,Self,455,357,455,0,Enderal SE - Gameplay Overhaul.esp
13CB08:Skyrim.esm,03E_25EnchAmulettDesEntropiemagiers_Ench,Fortify Entropy,Enchantment,ConstantEffect,Self,564,327,564,0,Enderal SE - Gameplay Overhaul.esp
0432EC:Skyrim.esm,02E_EntropierobeDesChaos_Ench,Fortify Entropy & Mana Regeneration,Enchantment,ConstantEffect,Self,307,249,307,0,Enderal SE - Gameplay Overhaul.esp
091ECA:Skyrim.esm,_03E_30Entropierobe_Ench,Fortify Entropy & Mana Regeneration,Enchantment,ConstantEffect,Self,381,280,381,0,Enderal SE - Gameplay Overhaul.esp
10EAD2:Skyrim.esm,EnchRobesConjurationBase,Fortify Entropy & Mana Regeneration,Enchantment,ConstantEffect,Self,289,130,289,0,Enderal SE - Gameplay Overhaul.esp
02A49C:Enderal - Forgotten Stories.esm,_03E_25_Unique_DalMaraksPunishment_Ench,Fortify Handicraft,Enchantment,ConstantEffect,Self,541,541,541,0,Enderal - Forgotten Stories.esm
0432CE:Skyrim.esm,_02E_15_RingOfTheSmith_Ench,Fortify Handicraft,Enchantment,ConstantEffect,Self,369,369,369,0,Skyrim.esm
07A117:Skyrim.esm,EnchArmorFortifySmithing01,Fortify Handicraft,Enchantment,ConstantEffect,Self,369,369,369,0,Skyrim.esm
0AD477:Skyrim.esm,EnchArmorFortifySmithing02,Fortify Handicraft,Enchantment,ConstantEffect,Self,471,471,471,0,Skyrim.esm
0AD478:Skyrim.esm,EnchArmorFortifySmithing03,Fortify Handicraft,Enchantment,ConstantEffect,Self,541,541,541,0,Skyrim.esm
0BE018:Skyrim.esm,EnchArmorFortifySmithing04,Fortify Handicraft,Enchantment,ConstantEffect,Self,647,647,647,0,Skyrim.esm
0BE019:Skyrim.esm,EnchArmorFortifySmithing05,Fortify Handicraft,Enchantment,ConstantEffect,Self,719,719,719,0,Skyrim.esm
0BE01A:Skyrim.esm,EnchArmorFortifySmithing06,Fortify Handicraft,Enchantment,ConstantEffect,Self,827,827,827,0,Skyrim.esm
10FB82:Skyrim.esm,EnchArmorFortifySmithingBase,Fortify Handicraft,Enchantment,ConstantEffect,Self,302,302,302,0,Skyrim.esm
014F8B:Skyrim.esm,_01E_03_IronCuirassOfVigor_Ench,Fortify Health,Enchantment,ConstantEffect,Self,94,94,94,0,Skyrim.esm
0432B1:Skyrim.esm,_01E_03_BronzeNecklaceOfConstitution_Ench,Fortify Health,Enchantment,ConstantEffect,Self,94,94,94,0,Skyrim.esm
0432B3:Skyrim.esm,_02E_14_RuneShieldOfLife_Ench,Fortify Health,Enchantment,ConstantEffect,Self,136,136,136,0,Skyrim.esm
0432B5:Skyrim.esm,_02E_10_AmuletOfTheWarrior_Ench,Fortify Health,Enchantment,ConstantEffect,Self,136,136,136,0,Skyrim.esm
0432B6:Skyrim.esm,_35E_RingDergewaltigenLebensenergie_Ench,Fortify Health,Enchantment,ConstantEffect,Self,202,180,202,0,Enderal SE - Gameplay Overhaul.esp
0432B7:Skyrim.esm,_03E_28_AeternaShieldOfResistance_Ench,Fortify Health,Enchantment,ConstantEffect,Self,202,202,202,0,Skyrim.esm
049509:Skyrim.esm,EnchArmorFortifyHealth01,Fortify Health,Enchantment,ConstantEffect,Self,94,94,94,0,Skyrim.esm
0AD461:Skyrim.esm,EnchArmorFortifyHealth02,Fortify Health,Enchantment,ConstantEffect,Self,136,136,136,0,Skyrim.esm
0AD462:Skyrim.esm,EnchArmorFortifyHealth03,Fortify Health,Enchantment,ConstantEffect,Self,169,169,169,0,Skyrim.esm
0BDFFC:Skyrim.esm,EnchArmorFortifyHealth04,Fortify Health,Enchantment,ConstantEffect,Self,202,202,202,0,Skyrim.esm
0BDFFD:Skyrim.esm,EnchArmorFortifyHealth05,Fortify Health,Enchantment,ConstantEffect,Self,236,236,236,0,Skyrim.esm
0BDFFE:Skyrim.esm,EnchArmorFortifyHealth06,Fortify Health,Enchantment,ConstantEffect,Self,247,247,247,0,Skyrim.esm
10FB77:Skyrim.esm,EnchArmorFortifyHealthBase,Fortify Health,Enchantment,ConstantEffect,Self,94,94,94,0,Skyrim.esm
13777C:Skyrim.esm,_25E_RingDerMaechtigenLebensenergie_Ench,Fortify Health,Enchantment,ConstantEffect,Self,169,136,169,0,Enderal SE - Gameplay Overhaul.esp
13CB09:Skyrim.esm,_03E_25_AmuletOfMightyConstitution_Ench,Fortify Health,Enchantment,ConstantEffect,Self,169,169,169,0,Skyrim.esm
0432B0:Skyrim.esm,03E_24WegestreuenhandschuheDerRegeneration_Ench,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,251,20,251,0,Enderal SE - Gameplay Overhaul.esp
07A10D:Skyrim.esm,EnchArmorFortifyHealRate04,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,539,539,539,0,Skyrim.esm
0AD45F:Skyrim.esm,EnchArmorFortifyHealRate05,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,843,843,843,0,Skyrim.esm
0AD460:Skyrim.esm,EnchArmorFortifyHealRate03,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,251,251,251,0,Skyrim.esm
0AD493:Skyrim.esm,EnchArmorFortifyHealRate06,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,998,998,998,0,Skyrim.esm
10CF26:Skyrim.esm,EnchArmorFortifyHealRate01,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,251,251,251,0,Skyrim.esm
10FB76:Skyrim.esm,EnchArmorFortifyHealRateBase,Fortify Health Regeneration,Enchantment,ConstantEffect,Self,364,364,364,0,Skyrim.esm
0432B8:Skyrim.esm,_25E_RingDesTurms_UNUSED,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,361,291,361,0,Enderal SE - Gameplay Overhaul.esp
06728E:Skyrim.esm,_05E_RingDesBeschuetzers_Ench,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,136,157,136,0,Enderal SE - Gameplay Overhaul.esp
07A10E:Skyrim.esm,EnchArmorFortifyHeavyArmor01,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,136,136,136,0,Skyrim.esm
0AD463:Skyrim.esm,EnchArmorFortifyHeavyArmor02,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,246,246,246,0,Skyrim.esm
0AD464:Skyrim.esm,EnchArmorFortifyHeavyArmor03,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,361,361,361,0,Skyrim.esm
0BDFFF:Skyrim.esm,EnchArmorFortifyHeavyArmor04,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,431,431,431,0,Skyrim.esm
0BE000:Skyrim.esm,EnchArmorFortifyHeavyArmor05,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,479,479,479,0,Skyrim.esm
0BE001:Skyrim.esm,EnchArmorFortifyHeavyArmor06,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,551,551,551,0,Skyrim.esm
10FB78:Skyrim.esm,EnchArmorFortifyHeavyArmorBase,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,201,201,201,0,Skyrim.esm
137783:Skyrim.esm,_25E_RingDesBollwerks_Ench,Fortify Heavy Armor,Enchantment,ConstantEffect,Self,361,291,361,0,Enderal SE - Gameplay Overhaul.esp
07A110:Skyrim.esm,EnchArmorFortifyLightArmor01,Fortify Light Armor,Enchantment,ConstantEffect,Self,137,137,137,0,Skyrim.esm
0AD467:Skyrim.esm,EnchArmorFortifyLightArmor02,Fortify Light Armor,Enchantment,ConstantEffect,Self,215,215,215,0,Skyrim.esm
0AD468:Skyrim.esm,EnchArmorFortifyLightArmor03,Fortify Light Armor,Enchantment,ConstantEffect,Self,315,315,315,0,Skyrim.esm
0BE005:Skyrim.esm,EnchArmorFortifyLightArmor04,Fortify Light Armor,Enchantment,ConstantEffect,Self,377,377,377,0,Skyrim.esm
0BE006:Skyrim.esm,EnchArmorFortifyLightArmor05,Fortify Light Armor,Enchantment,ConstantEffect,Self,419,419,419,0,Skyrim.esm
0BE007:Skyrim.esm,EnchArmorFortifyLightArmor06,Fortify Light Armor,Enchantment,ConstantEffect,Self,482,482,482,0,Skyrim.esm
0BEDD7:Skyrim.esm,_02E_15_RingOfTheVagrant_Ench,Fortify Light Armor,Enchantment,ConstantEffect,Self,215,215,215,0,Skyrim.esm
10FB7A:Skyrim.esm,EnchArmorFortifyLightArmorBase,Fortify Light Armor,Enchantment,ConstantEffect,Self,176,176,176,0,Skyrim.esm
0432CA:Skyrim.esm,_05E_RingDesLichtpaten_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,199,127,199,0,Enderal SE - Gameplay Overhaul.esp
0432CB:Skyrim.esm,03E_30UniDiademDerLichtmagie_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,361,273,361,0,Enderal SE - Gameplay Overhaul.esp
0432CC:Skyrim.esm,_15E_RingDesLichtmagiers_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,361,209,361,0,Enderal SE - Gameplay Overhaul.esp
0432CD:Skyrim.esm,_25E_RingDesMaechtigenLichtmagiers_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,462,252,462,0,Enderal SE - Gameplay Overhaul.esp
053FD3:Skyrim.esm,01E_04_RaddledMageCirclet_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,80,127,80,0,Enderal SE - Gameplay Overhaul.esp
06728C:Skyrim.esm,_05E_RingDerLaeuterung_Ench,Fortify Light Magic,Enchantment,ConstantEffect,Self,199,127,199,0,Enderal SE - Gameplay Overhaul.esp
07A116:Skyrim.esm,EnchArmorFortifyRestoration01,Fortify Light Magic,Enchantment,ConstantEffect,Self,199,127,199,0,Skyrim.esm
0AD475:Skyrim.esm,EnchArmorFortifyRestoration02,Fortify Light Magic,Enchantment,ConstantEffect,Self,361,230,361,0,Skyrim.esm
0AD476:Skyrim.esm,EnchArmorFortifyRestoration03,Fortify Light Magic,Enchantment,ConstantEffect,Self,462,294,462,0,Skyrim.esm
0BE015:Skyrim.esm,EnchArmorFortifyRestoration04,Fortify Light Magic,Enchantment,ConstantEffect,Self,634,404,634,0,Skyrim.esm
0BE016:Skyrim.esm,EnchArmorFortifyRestoration05,Fortify Light Magic,Enchantment,ConstantEffect,Self,704,449,704,0,Skyrim.esm
0BE017:Skyrim.esm,EnchArmorFortifyRestoration06,Fortify Light Magic,Enchantment,ConstantEffect,Self,810,517,810,0,Skyrim.esm
104D6F:Skyrim.esm,EnchRobesFortifyRestoration01,Fortify Light Magic,Enchantment,ConstantEffect,Self,20,146,1015,0,Skyrim.esm
104D70:Skyrim.esm,EnchRobesFortifyRestoration02,Fortify Light Magic,Enchantment,ConstantEffect,Self,50,246,1297,0,Skyrim.esm
104D71:Skyrim.esm,EnchRobesFortifyRestoration03,Fortify Light Magic,Enchantment,ConstantEffect,Self,75,314,1489,0,Skyrim.esm
104D72:Skyrim.esm,EnchRobesFortifyRestoration04,Fortify Light Magic,Enchantment,ConstantEffect,Self,100,384,1781,0,Skyrim.esm
104D73:Skyrim.esm,EnchRobesFortifyRestoration05,Fortify Light Magic,Enchantment,ConstantEffect,Self,150,491,1977,0,Skyrim.esm
104D74:Skyrim.esm,EnchRobesFortifyRestoration06,Fortify Light Magic,Enchantment,ConstantEffect,Self,200,600,2276,0,Skyrim.esm
10E30C:Skyrim.esm,EnchRobesCollegeRestoration01,Fortify Light Magic,Enchantment,ConstantEffect,Self,193,146,193,0,Enderal SE - Gameplay Overhaul.esp
10E30D:Skyrim.esm,EnchRobesCollegeRestoration02,Fortify Light Magic,Enchantment,ConstantEffect,Self,325,246,325,0,Skyrim.esm
10E30E:Skyrim.esm,EnchRobesCollegeRestoration03,Fortify Light Magic,Enchantment,ConstantEffect,Self,601,314,601,0,Enderal SE - Gameplay Overhaul.esp
10E30F:Skyrim.esm,EnchRobesCollegeRestoration04,Fortify Light Magic,Enchantment,ConstantEffect,Self,696,527,696,0,Skyrim.esm
10E310:Skyrim.esm,EnchRobesCollegeRestoration05,Fortify Light Magic,Enchantment,ConstantEffect,Self,841,637,841,0,Skyrim.esm
10FB81:Skyrim.esm,EnchArmorFortifyRestorationBase,Fortify Light Magic,Enchantment,ConstantEffect,Self,295,102,295,0,Enderal SE - Gameplay Overhaul.esp
103DA0:Skyrim.esm,02E_10EnchAmulettDesPaters_Ench,Fortify Light Magic & Mana,Enchantment,ConstantEffect,Self,170,157,170,0,Enderal SE - Gameplay Overhaul.esp
10EAD5:Skyrim.esm,EnchRobesRestorationBase,Fortify Light Magic & Mana Regeneration,Enchantment,ConstantEffect,Self,280,130,280,0,Enderal SE - Gameplay Overhaul.esp
0432BA:Skyrim.esm,_02E_10_AmuletOfDexterity_Ench,Fortify Lockpicking,Enchantment,ConstantEffect,Self,196,196,196,0,Skyrim.esm
067290:Skyrim.esm,_05E_RingDesFeingefuehls_Ench,Fortify Lockpicking,Enchantment,ConstantEffect,Self,125,139,125,0,Enderal SE - Gameplay Overhaul.esp
07A111:Skyrim.esm,EnchArmorFortifyLockpicking01,Fortify Lockpicking,Enchantment,ConstantEffect,Self,125,125,125,0,Skyrim.esm
0AD469:Skyrim.esm,EnchArmorFortifyLockpicking02,Fortify Lockpicking,Enchantment,ConstantEffect,Self,196,196,196,0,Skyrim.esm
0AD46A:Skyrim.esm,EnchArmorFortifyLockpicking03,Fortify Lockpicking,Enchantment,ConstantEffect,Self,269,269,269,0,Skyrim.esm
0BE008:Skyrim.esm,EnchArmorFortifyLockpicking04,Fortify Lockpicking,Enchantment,ConstantEffect,Self,344,344,344,0,Skyrim.esm
0BE009:Skyrim.esm,EnchArmorFortifyLockpicking05,Fortify Lockpicking,Enchantment,ConstantEffect,Self,499,499,499,0,Skyrim.esm
0BE00A:Skyrim.esm,EnchArmorFortifyLockpicking06,Fortify Lockpicking,Enchantment,ConstantEffect,Self,578,578,578,0,Skyrim.esm
10FB7B:Skyrim.esm,EnchArmorFortifyLockpickingBase,Fortify Lockpicking,Enchantment,ConstantEffect,Self,211,211,211,0,Skyrim.esm
0432BB:Skyrim.esm,_01E_09_CircletOfTheMagicWind_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,59,59,59,0,Skyrim.esm
0432BC:Skyrim.esm,_05E_RingMagieerfuellt_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,59,68,59,0,Enderal SE - Gameplay Overhaul.esp
0432BE:Skyrim.esm,01E_03EnchAmulettMana_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,107,88,107,0,Enderal SE - Gameplay Overhaul.esp
0432BF:Skyrim.esm,_03E_26_WildMageHoodOfMagic_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,157,157,157,0,Skyrim.esm
0432C0:Skyrim.esm,_25E_RingDesGewaltigenManas_UNUSED,Fortify Mana,Enchantment,ConstantEffect,Self,209,188,209,0,Enderal SE - Gameplay Overhaul.esp
049508:Skyrim.esm,EnchArmorFortifyMagicka01,Fortify Mana,Enchantment,ConstantEffect,Self,59,59,59,0,Skyrim.esm
0AD46B:Skyrim.esm,EnchArmorFortifyMagicka02,Fortify Mana,Enchantment,ConstantEffect,Self,107,107,107,0,Skyrim.esm
0AD46C:Skyrim.esm,EnchArmorFortifyMagicka03,Fortify Mana,Enchantment,ConstantEffect,Self,157,157,157,0,Skyrim.esm
0B7A31:Skyrim.esm,EnchArmorFortifyMagicka04,Fortify Mana,Enchantment,ConstantEffect,Self,209,209,209,0,Skyrim.esm
0B7A32:Skyrim.esm,EnchArmorFortifyMagicka05,Fortify Mana,Enchantment,ConstantEffect,Self,262,262,262,0,Skyrim.esm
0B7A33:Skyrim.esm,EnchArmorFortifyMagicka06,Fortify Mana,Enchantment,ConstantEffect,Self,295,295,295,0,Skyrim.esm
103D9E:Skyrim.esm,02E_10EnchAmulettDesWissenslt_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,361,137,361,0,Enderal SE - Gameplay Overhaul.esp
10FB7C:Skyrim.esm,EnchArmorFortifyMagickaBase,Fortify Mana,Enchantment,ConstantEffect,Self,107,107,107,0,Skyrim.esm
13777D:Skyrim.esm,_25E_RingDesMaechtigenManas_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,157,157,157,0,Enderal SE - Gameplay Overhaul.esp
13EB77:Skyrim.esm,_00E_Order_ArcanistRobe_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,249,208,249,0,Skyrim.esm
13EB78:Skyrim.esm,_00E_Order_ArcanistHood_Ench,Fortify Mana,Enchantment,ConstantEffect,Self,152,136,152,0,Skyrim.esm
